Bandit,Reward,Algorithm
4,2.80871,Epsilon-Greedy
4,4.062685,Epsilon-Greedy
4,3.771017,Epsilon-Greedy
4,4.090043,Epsilon-Greedy
4,3.197507,Epsilon-Greedy
4,5.298811,Epsilon-Greedy
4,4.680265,Epsilon-Greedy
4,5.157815,Epsilon-Greedy
4,4.282544,Epsilon-Greedy
4,3.292147,Epsilon-Greedy
4,4.607131,Epsilon-Greedy
4,5.311159,Epsilon-Greedy
4,4.28118,Epsilon-Greedy
4,3.074379,Epsilon-Greedy
4,3.416642,Epsilon-Greedy
4,4.038592,Epsilon-Greedy
4,5.455619,Epsilon-Greedy
4,5.799272,Epsilon-Greedy
4,3.146263,Epsilon-Greedy
4,4.359209,Epsilon-Greedy
4,3.405224,Epsilon-Greedy
4,2.718702,Epsilon-Greedy
4,4.579443,Epsilon-Greedy
4,4.147699,Epsilon-Greedy
4,4.210471,Epsilon-Greedy
4,3.835437,Epsilon-Greedy
4,4.304126,Epsilon-Greedy
4,4.265898,Epsilon-Greedy
4,4.837563,Epsilon-Greedy
4,3.186355,Epsilon-Greedy
4,4.888599,Epsilon-Greedy
4,4.734449,Epsilon-Greedy
4,4.326275,Epsilon-Greedy
4,4.030312,Epsilon-Greedy
4,3.905628,Epsilon-Greedy
4,3.914107,Epsilon-Greedy
4,4.030479,Epsilon-Greedy
4,2.508064,Epsilon-Greedy
4,6.30041,Epsilon-Greedy
4,5.075433,Epsilon-Greedy
4,5.811375,Epsilon-Greedy
4,4.623549,Epsilon-Greedy
4,3.377622,Epsilon-Greedy
4,4.47809,Epsilon-Greedy
4,4.828455,Epsilon-Greedy
4,3.073287,Epsilon-Greedy
4,5.287982,Epsilon-Greedy
4,3.577188,Epsilon-Greedy
4,4.719837,Epsilon-Greedy
4,5.446504,Epsilon-Greedy
4,4.277983,Epsilon-Greedy
4,5.454811,Epsilon-Greedy
4,2.550143,Epsilon-Greedy
4,2.893692,Epsilon-Greedy
4,3.182815,Epsilon-Greedy
4,1.905879,Epsilon-Greedy
4,2.301151,Epsilon-Greedy
4,5.457196,Epsilon-Greedy
4,5.166549,Epsilon-Greedy
4,3.427002,Epsilon-Greedy
4,6.214252,Epsilon-Greedy
4,3.703983,Epsilon-Greedy
4,5.861316,Epsilon-Greedy
4,5.886615,Epsilon-Greedy
4,3.37521,Epsilon-Greedy
4,4.82785,Epsilon-Greedy
4,5.115902,Epsilon-Greedy
4,3.350734,Epsilon-Greedy
4,1.226437,Epsilon-Greedy
4,4.800937,Epsilon-Greedy
4,3.156739,Epsilon-Greedy
4,3.864757,Epsilon-Greedy
4,4.189848,Epsilon-Greedy
4,4.576758,Epsilon-Greedy
4,3.650388,Epsilon-Greedy
4,4.261663,Epsilon-Greedy
4,5.198641,Epsilon-Greedy
4,2.062638,Epsilon-Greedy
4,2.589176,Epsilon-Greedy
4,2.825529,Epsilon-Greedy
4,3.472223,Epsilon-Greedy
4,4.771439,Epsilon-Greedy
4,5.032964,Epsilon-Greedy
4,3.805055,Epsilon-Greedy
4,3.807889,Epsilon-Greedy
4,5.3905,Epsilon-Greedy
4,4.205686,Epsilon-Greedy
4,3.621546,Epsilon-Greedy
4,4.900177,Epsilon-Greedy
4,4.778109,Epsilon-Greedy
4,4.395309,Epsilon-Greedy
4,3.426562,Epsilon-Greedy
4,3.023625,Epsilon-Greedy
4,3.107544,Epsilon-Greedy
4,3.159719,Epsilon-Greedy
4,3.07717,Epsilon-Greedy
4,3.473922,Epsilon-Greedy
4,3.98598,Epsilon-Greedy
4,4.101644,Epsilon-Greedy
4,2.868974,Epsilon-Greedy
4,4.247077,Epsilon-Greedy
4,4.087331,Epsilon-Greedy
4,3.890451,Epsilon-Greedy
4,3.395988,Epsilon-Greedy
4,2.8896,Epsilon-Greedy
4,4.567056,Epsilon-Greedy
4,4.079993,Epsilon-Greedy
4,4.347906,Epsilon-Greedy
4,3.573243,Epsilon-Greedy
4,3.458165,Epsilon-Greedy
4,5.017501,Epsilon-Greedy
4,6.663182,Epsilon-Greedy
4,3.704459,Epsilon-Greedy
4,4.152316,Epsilon-Greedy
4,3.917352,Epsilon-Greedy
4,3.170983,Epsilon-Greedy
4,3.55162,Epsilon-Greedy
4,6.010009,Epsilon-Greedy
4,3.28924,Epsilon-Greedy
4,4.07377,Epsilon-Greedy
4,3.352759,Epsilon-Greedy
4,3.941118,Epsilon-Greedy
4,3.290966,Epsilon-Greedy
4,3.489564,Epsilon-Greedy
4,2.553872,Epsilon-Greedy
4,4.094994,Epsilon-Greedy
4,3.639527,Epsilon-Greedy
4,4.511416,Epsilon-Greedy
4,3.938957,Epsilon-Greedy
4,3.264142,Epsilon-Greedy
4,3.026553,Epsilon-Greedy
4,3.994603,Epsilon-Greedy
4,5.309473,Epsilon-Greedy
4,3.431858,Epsilon-Greedy
4,2.169232,Epsilon-Greedy
4,4.200652,Epsilon-Greedy
4,5.188146,Epsilon-Greedy
4,4.536744,Epsilon-Greedy
4,2.780885,Epsilon-Greedy
4,4.117721,Epsilon-Greedy
4,4.833807,Epsilon-Greedy
4,3.572244,Epsilon-Greedy
4,3.453493,Epsilon-Greedy
4,3.484283,Epsilon-Greedy
4,3.800471,Epsilon-Greedy
4,2.836811,Epsilon-Greedy
4,4.191521,Epsilon-Greedy
4,4.241238,Epsilon-Greedy
4,4.265056,Epsilon-Greedy
4,3.954973,Epsilon-Greedy
4,2.810989,Epsilon-Greedy
4,3.744748,Epsilon-Greedy
4,5.792923,Epsilon-Greedy
4,4.223955,Epsilon-Greedy
4,3.194628,Epsilon-Greedy
4,4.596442,Epsilon-Greedy
4,5.807876,Epsilon-Greedy
4,4.350785,Epsilon-Greedy
4,3.834601,Epsilon-Greedy
4,5.30597,Epsilon-Greedy
4,3.501638,Epsilon-Greedy
4,4.992689,Epsilon-Greedy
4,3.434715,Epsilon-Greedy
4,3.589291,Epsilon-Greedy
4,4.763591,Epsilon-Greedy
4,5.25706,Epsilon-Greedy
4,3.896977,Epsilon-Greedy
4,5.225132,Epsilon-Greedy
4,4.372435,Epsilon-Greedy
4,3.209934,Epsilon-Greedy
4,3.597933,Epsilon-Greedy
4,4.524265,Epsilon-Greedy
4,5.375866,Epsilon-Greedy
4,5.012546,Epsilon-Greedy
4,5.028683,Epsilon-Greedy
4,2.683251,Epsilon-Greedy
4,4.723611,Epsilon-Greedy
4,4.667461,Epsilon-Greedy
4,4.272698,Epsilon-Greedy
4,4.650382,Epsilon-Greedy
4,2.295121,Epsilon-Greedy
4,1.723009,Epsilon-Greedy
4,4.252937,Epsilon-Greedy
4,3.936554,Epsilon-Greedy
4,3.778139,Epsilon-Greedy
4,4.421684,Epsilon-Greedy
4,4.195975,Epsilon-Greedy
4,4.316979,Epsilon-Greedy
4,4.888663,Epsilon-Greedy
4,3.473245,Epsilon-Greedy
4,4.339514,Epsilon-Greedy
4,3.354229,Epsilon-Greedy
4,2.1148,Epsilon-Greedy
4,3.703733,Epsilon-Greedy
4,5.050111,Epsilon-Greedy
4,3.136049,Epsilon-Greedy
4,4.428313,Epsilon-Greedy
4,4.899136,Epsilon-Greedy
4,4.734305,Epsilon-Greedy
4,3.350669,Epsilon-Greedy
4,3.266212,Epsilon-Greedy
4,4.036063,Epsilon-Greedy
4,4.265156,Epsilon-Greedy
4,4.641931,Epsilon-Greedy
4,4.653283,Epsilon-Greedy
4,6.687534,Epsilon-Greedy
4,5.474056,Epsilon-Greedy
4,3.647987,Epsilon-Greedy
4,6.105202,Epsilon-Greedy
4,2.886946,Epsilon-Greedy
4,2.985581,Epsilon-Greedy
4,4.78287,Epsilon-Greedy
4,3.743412,Epsilon-Greedy
4,1.597246,Epsilon-Greedy
4,5.479079,Epsilon-Greedy
4,4.611144,Epsilon-Greedy
4,3.89447,Epsilon-Greedy
4,3.815643,Epsilon-Greedy
4,3.779805,Epsilon-Greedy
4,1.932145,Epsilon-Greedy
4,3.105667,Epsilon-Greedy
4,3.33059,Epsilon-Greedy
4,5.08448,Epsilon-Greedy
4,3.42247,Epsilon-Greedy
4,4.377351,Epsilon-Greedy
4,3.81951,Epsilon-Greedy
4,3.11378,Epsilon-Greedy
4,4.268661,Epsilon-Greedy
4,3.981442,Epsilon-Greedy
4,5.076146,Epsilon-Greedy
4,3.600888,Epsilon-Greedy
4,3.347103,Epsilon-Greedy
4,4.831349,Epsilon-Greedy
4,3.818522,Epsilon-Greedy
4,4.921248,Epsilon-Greedy
4,3.457628,Epsilon-Greedy
4,4.144868,Epsilon-Greedy
4,3.385227,Epsilon-Greedy
4,3.167706,Epsilon-Greedy
4,1.790848,Epsilon-Greedy
4,5.521398,Epsilon-Greedy
4,3.509063,Epsilon-Greedy
4,4.511924,Epsilon-Greedy
4,3.831692,Epsilon-Greedy
4,5.176175,Epsilon-Greedy
4,2.266016,Epsilon-Greedy
4,4.206724,Epsilon-Greedy
4,4.758939,Epsilon-Greedy
4,4.058351,Epsilon-Greedy
4,3.255216,Epsilon-Greedy
4,2.302903,Epsilon-Greedy
4,3.354431,Epsilon-Greedy
4,2.04061,Epsilon-Greedy
4,4.732649,Epsilon-Greedy
4,4.470979,Epsilon-Greedy
4,4.845602,Epsilon-Greedy
4,3.056149,Epsilon-Greedy
4,2.905413,Epsilon-Greedy
4,4.528068,Epsilon-Greedy
4,4.488692,Epsilon-Greedy
4,2.180692,Epsilon-Greedy
4,3.306813,Epsilon-Greedy
4,5.585646,Epsilon-Greedy
4,4.779567,Epsilon-Greedy
4,3.746745,Epsilon-Greedy
4,2.785541,Epsilon-Greedy
4,3.035596,Epsilon-Greedy
4,3.569843,Epsilon-Greedy
4,2.587332,Epsilon-Greedy
4,5.213316,Epsilon-Greedy
4,5.110302,Epsilon-Greedy
4,2.816594,Epsilon-Greedy
4,5.891388,Epsilon-Greedy
4,3.537904,Epsilon-Greedy
4,4.005493,Epsilon-Greedy
4,3.524295,Epsilon-Greedy
4,2.901855,Epsilon-Greedy
4,3.638189,Epsilon-Greedy
4,2.196219,Epsilon-Greedy
4,3.645013,Epsilon-Greedy
4,3.906566,Epsilon-Greedy
4,4.228982,Epsilon-Greedy
4,2.460333,Epsilon-Greedy
4,2.513723,Epsilon-Greedy
4,4.1833,Epsilon-Greedy
4,2.819707,Epsilon-Greedy
4,3.780844,Epsilon-Greedy
4,5.227721,Epsilon-Greedy
4,2.738545,Epsilon-Greedy
4,3.134961,Epsilon-Greedy
4,4.961422,Epsilon-Greedy
4,2.175276,Epsilon-Greedy
4,3.794713,Epsilon-Greedy
4,6.334164,Epsilon-Greedy
4,4.291862,Epsilon-Greedy
4,4.899465,Epsilon-Greedy
4,3.552086,Epsilon-Greedy
4,2.724168,Epsilon-Greedy
4,2.475479,Epsilon-Greedy
4,4.240925,Epsilon-Greedy
4,4.265886,Epsilon-Greedy
4,5.769117,Epsilon-Greedy
4,3.638237,Epsilon-Greedy
4,4.280121,Epsilon-Greedy
4,3.875382,Epsilon-Greedy
4,2.827408,Epsilon-Greedy
4,4.255273,Epsilon-Greedy
4,5.045897,Epsilon-Greedy
4,4.639787,Epsilon-Greedy
4,3.274731,Epsilon-Greedy
4,6.715947,Epsilon-Greedy
4,3.730281,Epsilon-Greedy
4,5.193956,Epsilon-Greedy
4,3.663102,Epsilon-Greedy
4,5.165806,Epsilon-Greedy
4,3.795545,Epsilon-Greedy
4,3.864746,Epsilon-Greedy
4,5.003567,Epsilon-Greedy
4,5.957064,Epsilon-Greedy
4,3.758586,Epsilon-Greedy
4,3.590039,Epsilon-Greedy
4,3.252922,Epsilon-Greedy
4,3.10565,Epsilon-Greedy
4,3.31604,Epsilon-Greedy
4,3.464387,Epsilon-Greedy
4,4.856617,Epsilon-Greedy
4,4.515043,Epsilon-Greedy
4,4.715658,Epsilon-Greedy
4,4.697103,Epsilon-Greedy
4,5.182454,Epsilon-Greedy
4,3.232945,Epsilon-Greedy
4,4.211817,Epsilon-Greedy
4,2.359733,Epsilon-Greedy
4,2.367442,Epsilon-Greedy
4,4.106787,Epsilon-Greedy
4,3.865231,Epsilon-Greedy
4,4.030191,Epsilon-Greedy
4,4.608607,Epsilon-Greedy
4,5.455021,Epsilon-Greedy
4,4.003084,Epsilon-Greedy
4,3.838636,Epsilon-Greedy
4,3.290428,Epsilon-Greedy
4,4.872919,Epsilon-Greedy
4,3.370095,Epsilon-Greedy
4,3.721609,Epsilon-Greedy
4,4.633361,Epsilon-Greedy
4,4.078896,Epsilon-Greedy
4,4.023139,Epsilon-Greedy
4,3.145327,Epsilon-Greedy
4,4.335037,Epsilon-Greedy
4,6.187489,Epsilon-Greedy
4,2.709636,Epsilon-Greedy
4,2.894647,Epsilon-Greedy
4,4.782183,Epsilon-Greedy
4,4.236582,Epsilon-Greedy
4,5.369709,Epsilon-Greedy
4,3.261197,Epsilon-Greedy
4,4.889916,Epsilon-Greedy
4,4.335239,Epsilon-Greedy
4,3.052508,Epsilon-Greedy
4,3.37381,Epsilon-Greedy
4,4.015379,Epsilon-Greedy
4,3.14155,Epsilon-Greedy
4,5.125588,Epsilon-Greedy
4,4.728685,Epsilon-Greedy
4,3.511803,Epsilon-Greedy
4,3.840405,Epsilon-Greedy
4,4.944972,Epsilon-Greedy
4,3.934452,Epsilon-Greedy
4,5.981692,Epsilon-Greedy
4,4.522244,Epsilon-Greedy
4,3.183596,Epsilon-Greedy
4,2.944613,Epsilon-Greedy
4,5.058485,Epsilon-Greedy
4,3.56189,Epsilon-Greedy
4,4.139777,Epsilon-Greedy
4,1.16748,Epsilon-Greedy
4,4.016891,Epsilon-Greedy
4,2.595436,Epsilon-Greedy
4,2.583502,Epsilon-Greedy
4,5.235122,Epsilon-Greedy
4,3.679908,Epsilon-Greedy
4,3.629409,Epsilon-Greedy
4,6.103806,Epsilon-Greedy
4,4.970941,Epsilon-Greedy
4,5.602253,Epsilon-Greedy
4,5.274592,Epsilon-Greedy
4,4.810062,Epsilon-Greedy
4,5.548,Epsilon-Greedy
4,3.238592,Epsilon-Greedy
4,3.121517,Epsilon-Greedy
4,2.587464,Epsilon-Greedy
4,2.256152,Epsilon-Greedy
4,4.119018,Epsilon-Greedy
4,2.474681,Epsilon-Greedy
4,2.866184,Epsilon-Greedy
4,3.781964,Epsilon-Greedy
4,1.361191,Epsilon-Greedy
4,3.922628,Epsilon-Greedy
4,4.015019,Epsilon-Greedy
4,6.017908,Epsilon-Greedy
4,4.216317,Epsilon-Greedy
4,4.120757,Epsilon-Greedy
4,5.54757,Epsilon-Greedy
4,3.762305,Epsilon-Greedy
4,4.192235,Epsilon-Greedy
4,4.980853,Epsilon-Greedy
4,3.25777,Epsilon-Greedy
4,4.988669,Epsilon-Greedy
4,2.648554,Epsilon-Greedy
4,4.67022,Epsilon-Greedy
4,4.676966,Epsilon-Greedy
4,3.604171,Epsilon-Greedy
4,3.820376,Epsilon-Greedy
4,5.671483,Epsilon-Greedy
4,3.892441,Epsilon-Greedy
4,4.537091,Epsilon-Greedy
4,4.051626,Epsilon-Greedy
4,3.337869,Epsilon-Greedy
4,3.402192,Epsilon-Greedy
4,4.393269,Epsilon-Greedy
4,5.412995,Epsilon-Greedy
4,2.701873,Epsilon-Greedy
4,5.578107,Epsilon-Greedy
4,4.638518,Epsilon-Greedy
4,3.763231,Epsilon-Greedy
4,4.330065,Epsilon-Greedy
4,4.619926,Epsilon-Greedy
4,2.91092,Epsilon-Greedy
4,3.844179,Epsilon-Greedy
4,4.003803,Epsilon-Greedy
4,2.373681,Epsilon-Greedy
4,4.841528,Epsilon-Greedy
4,3.382363,Epsilon-Greedy
4,3.4363,Epsilon-Greedy
4,3.916966,Epsilon-Greedy
4,4.447862,Epsilon-Greedy
4,4.371094,Epsilon-Greedy
4,4.047961,Epsilon-Greedy
4,4.331844,Epsilon-Greedy
4,3.28336,Epsilon-Greedy
4,4.157055,Epsilon-Greedy
4,4.548708,Epsilon-Greedy
4,3.418854,Epsilon-Greedy
4,4.026681,Epsilon-Greedy
4,4.572093,Epsilon-Greedy
4,3.91511,Epsilon-Greedy
4,2.756676,Epsilon-Greedy
4,5.392472,Epsilon-Greedy
4,5.175283,Epsilon-Greedy
4,3.993648,Epsilon-Greedy
4,5.562255,Epsilon-Greedy
4,4.618488,Epsilon-Greedy
4,3.792522,Epsilon-Greedy
4,3.304329,Epsilon-Greedy
4,2.915809,Epsilon-Greedy
4,3.846174,Epsilon-Greedy
4,3.12707,Epsilon-Greedy
4,3.203829,Epsilon-Greedy
4,4.338994,Epsilon-Greedy
4,2.655886,Epsilon-Greedy
4,2.39674,Epsilon-Greedy
4,4.10052,Epsilon-Greedy
4,4.587732,Epsilon-Greedy
4,4.406477,Epsilon-Greedy
4,2.420384,Epsilon-Greedy
4,3.289919,Epsilon-Greedy
4,3.40229,Epsilon-Greedy
4,2.473729,Epsilon-Greedy
4,4.032576,Epsilon-Greedy
4,4.213904,Epsilon-Greedy
4,3.810586,Epsilon-Greedy
4,2.459752,Epsilon-Greedy
4,5.983386,Epsilon-Greedy
4,3.194891,Epsilon-Greedy
4,4.957882,Epsilon-Greedy
4,5.411051,Epsilon-Greedy
4,3.59459,Epsilon-Greedy
4,4.409028,Epsilon-Greedy
4,2.67449,Epsilon-Greedy
4,3.633768,Epsilon-Greedy
4,4.44388,Epsilon-Greedy
4,4.011142,Epsilon-Greedy
4,4.709641,Epsilon-Greedy
4,3.521433,Epsilon-Greedy
4,4.957728,Epsilon-Greedy
4,3.047821,Epsilon-Greedy
4,4.422655,Epsilon-Greedy
4,3.427128,Epsilon-Greedy
4,2.33339,Epsilon-Greedy
4,4.690237,Epsilon-Greedy
4,1.441632,Epsilon-Greedy
4,3.268487,Epsilon-Greedy
4,2.976804,Epsilon-Greedy
4,5.217374,Epsilon-Greedy
4,4.820555,Epsilon-Greedy
4,2.937703,Epsilon-Greedy
4,2.801717,Epsilon-Greedy
4,3.539737,Epsilon-Greedy
4,2.864539,Epsilon-Greedy
4,5.459732,Epsilon-Greedy
4,2.279897,Epsilon-Greedy
4,5.802165,Epsilon-Greedy
4,4.3831,Epsilon-Greedy
4,4.56848,Epsilon-Greedy
4,4.105309,Epsilon-Greedy
4,2.411535,Epsilon-Greedy
4,4.792935,Epsilon-Greedy
4,4.033328,Epsilon-Greedy
4,3.043823,Epsilon-Greedy
4,5.081942,Epsilon-Greedy
4,4.995532,Epsilon-Greedy
4,5.087464,Epsilon-Greedy
4,4.924162,Epsilon-Greedy
4,3.464041,Epsilon-Greedy
4,4.540024,Epsilon-Greedy
4,5.058207,Epsilon-Greedy
4,4.93756,Epsilon-Greedy
4,1.608726,Epsilon-Greedy
4,3.925124,Epsilon-Greedy
4,3.287506,Epsilon-Greedy
4,5.44442,Epsilon-Greedy
4,3.939711,Epsilon-Greedy
4,4.454795,Epsilon-Greedy
4,4.193207,Epsilon-Greedy
4,5.319644,Epsilon-Greedy
4,5.819223,Epsilon-Greedy
4,4.039936,Epsilon-Greedy
4,4.243637,Epsilon-Greedy
4,5.386758,Epsilon-Greedy
4,2.882859,Epsilon-Greedy
4,2.987905,Epsilon-Greedy
4,3.350608,Epsilon-Greedy
4,4.772095,Epsilon-Greedy
4,4.069747,Epsilon-Greedy
4,3.360235,Epsilon-Greedy
4,5.249781,Epsilon-Greedy
4,2.484905,Epsilon-Greedy
4,3.314794,Epsilon-Greedy
4,3.848445,Epsilon-Greedy
4,5.813344,Epsilon-Greedy
4,3.342568,Epsilon-Greedy
4,4.541057,Epsilon-Greedy
4,3.846516,Epsilon-Greedy
4,2.814538,Epsilon-Greedy
4,4.520968,Epsilon-Greedy
4,3.705735,Epsilon-Greedy
4,3.471963,Epsilon-Greedy
4,2.671685,Epsilon-Greedy
4,4.077474,Epsilon-Greedy
4,5.513598,Epsilon-Greedy
4,3.386639,Epsilon-Greedy
4,2.891743,Epsilon-Greedy
4,2.338757,Epsilon-Greedy
4,2.252547,Epsilon-Greedy
4,3.871958,Epsilon-Greedy
4,4.087578,Epsilon-Greedy
4,4.395936,Epsilon-Greedy
4,3.916616,Epsilon-Greedy
4,4.185693,Epsilon-Greedy
4,5.498583,Epsilon-Greedy
4,5.247757,Epsilon-Greedy
4,5.189911,Epsilon-Greedy
4,5.013676,Epsilon-Greedy
4,4.655601,Epsilon-Greedy
4,2.463476,Epsilon-Greedy
4,3.78509,Epsilon-Greedy
4,4.276793,Epsilon-Greedy
4,3.135434,Epsilon-Greedy
4,5.695388,Epsilon-Greedy
4,3.672882,Epsilon-Greedy
4,2.376445,Epsilon-Greedy
4,3.614617,Epsilon-Greedy
4,4.420452,Epsilon-Greedy
4,3.135609,Epsilon-Greedy
4,3.859072,Epsilon-Greedy
4,2.394535,Epsilon-Greedy
4,3.560994,Epsilon-Greedy
4,4.015808,Epsilon-Greedy
4,3.913244,Epsilon-Greedy
4,4.807531,Epsilon-Greedy
4,3.026758,Epsilon-Greedy
4,4.359183,Epsilon-Greedy
4,4.567942,Epsilon-Greedy
4,3.301395,Epsilon-Greedy
4,3.129483,Epsilon-Greedy
4,5.705014,Epsilon-Greedy
4,3.699197,Epsilon-Greedy
4,4.407877,Epsilon-Greedy
4,4.452531,Epsilon-Greedy
4,2.59958,Epsilon-Greedy
4,4.206775,Epsilon-Greedy
4,4.154337,Epsilon-Greedy
4,5.711937,Epsilon-Greedy
4,4.153832,Epsilon-Greedy
4,4.766467,Epsilon-Greedy
4,4.810345,Epsilon-Greedy
4,3.730358,Epsilon-Greedy
4,6.141383,Epsilon-Greedy
4,3.249397,Epsilon-Greedy
4,2.384634,Epsilon-Greedy
4,1.964469,Epsilon-Greedy
4,3.520949,Epsilon-Greedy
4,2.226496,Epsilon-Greedy
4,3.309613,Epsilon-Greedy
4,4.004093,Epsilon-Greedy
4,4.25206,Epsilon-Greedy
4,3.623868,Epsilon-Greedy
4,3.300762,Epsilon-Greedy
4,3.507642,Epsilon-Greedy
4,4.542704,Epsilon-Greedy
4,2.96114,Epsilon-Greedy
4,3.305642,Epsilon-Greedy
4,4.329979,Epsilon-Greedy
4,4.099606,Epsilon-Greedy
4,2.340244,Epsilon-Greedy
4,5.04897,Epsilon-Greedy
4,3.533197,Epsilon-Greedy
4,2.854462,Epsilon-Greedy
4,2.636627,Epsilon-Greedy
4,5.064877,Epsilon-Greedy
4,1.859734,Epsilon-Greedy
4,4.417674,Epsilon-Greedy
4,4.846997,Epsilon-Greedy
4,3.610598,Epsilon-Greedy
4,5.590905,Epsilon-Greedy
4,3.012191,Epsilon-Greedy
4,4.534779,Epsilon-Greedy
4,4.112105,Epsilon-Greedy
4,5.744639,Epsilon-Greedy
4,3.71898,Epsilon-Greedy
4,4.424966,Epsilon-Greedy
4,4.105749,Epsilon-Greedy
4,2.47278,Epsilon-Greedy
4,3.853913,Epsilon-Greedy
4,3.407073,Epsilon-Greedy
4,4.112551,Epsilon-Greedy
4,4.445036,Epsilon-Greedy
4,5.341701,Epsilon-Greedy
4,1.669345,Epsilon-Greedy
4,4.000445,Epsilon-Greedy
4,2.702831,Epsilon-Greedy
4,4.548879,Epsilon-Greedy
4,6.219201,Epsilon-Greedy
4,3.664269,Epsilon-Greedy
4,3.210555,Epsilon-Greedy
4,3.527149,Epsilon-Greedy
4,2.71557,Epsilon-Greedy
4,1.315212,Epsilon-Greedy
4,4.259574,Epsilon-Greedy
4,3.9543,Epsilon-Greedy
4,3.235008,Epsilon-Greedy
4,2.903598,Epsilon-Greedy
4,4.838237,Epsilon-Greedy
4,5.244498,Epsilon-Greedy
4,4.132021,Epsilon-Greedy
4,1.914184,Epsilon-Greedy
4,3.81313,Epsilon-Greedy
4,4.333728,Epsilon-Greedy
4,3.702389,Epsilon-Greedy
4,3.815415,Epsilon-Greedy
4,3.301804,Epsilon-Greedy
4,3.724298,Epsilon-Greedy
4,4.940696,Epsilon-Greedy
4,4.191539,Epsilon-Greedy
4,3.440258,Epsilon-Greedy
4,3.705221,Epsilon-Greedy
4,5.346178,Epsilon-Greedy
4,2.922128,Epsilon-Greedy
4,3.311282,Epsilon-Greedy
4,3.813228,Epsilon-Greedy
4,3.382391,Epsilon-Greedy
4,5.289397,Epsilon-Greedy
4,4.968006,Epsilon-Greedy
4,3.791046,Epsilon-Greedy
4,6.110136,Epsilon-Greedy
4,4.268534,Epsilon-Greedy
4,5.513009,Epsilon-Greedy
4,5.396597,Epsilon-Greedy
4,4.414648,Epsilon-Greedy
4,2.855739,Epsilon-Greedy
4,4.05729,Epsilon-Greedy
4,3.27936,Epsilon-Greedy
4,4.528831,Epsilon-Greedy
4,4.356003,Epsilon-Greedy
4,4.217997,Epsilon-Greedy
4,4.784128,Epsilon-Greedy
4,4.310591,Epsilon-Greedy
4,3.907602,Epsilon-Greedy
4,2.78288,Epsilon-Greedy
4,3.369688,Epsilon-Greedy
4,2.991945,Epsilon-Greedy
4,4.850648,Epsilon-Greedy
4,3.843258,Epsilon-Greedy
4,4.222266,Epsilon-Greedy
4,3.520663,Epsilon-Greedy
4,5.108338,Epsilon-Greedy
4,4.596783,Epsilon-Greedy
4,4.09831,Epsilon-Greedy
4,3.947172,Epsilon-Greedy
4,3.182599,Epsilon-Greedy
4,3.390432,Epsilon-Greedy
4,2.47407,Epsilon-Greedy
4,4.617875,Epsilon-Greedy
4,4.712628,Epsilon-Greedy
4,4.759546,Epsilon-Greedy
4,3.050576,Epsilon-Greedy
4,5.434735,Epsilon-Greedy
4,3.667363,Epsilon-Greedy
4,4.491542,Epsilon-Greedy
4,2.764656,Epsilon-Greedy
4,5.164665,Epsilon-Greedy
4,4.670741,Epsilon-Greedy
4,3.70774,Epsilon-Greedy
4,3.530851,Epsilon-Greedy
4,4.644628,Epsilon-Greedy
4,5.161399,Epsilon-Greedy
4,3.188743,Epsilon-Greedy
4,3.902663,Epsilon-Greedy
4,3.49621,Epsilon-Greedy
4,5.214797,Epsilon-Greedy
4,3.402431,Epsilon-Greedy
4,2.798697,Epsilon-Greedy
4,4.691881,Epsilon-Greedy
4,5.334903,Epsilon-Greedy
4,4.62975,Epsilon-Greedy
4,5.071411,Epsilon-Greedy
4,6.020049,Epsilon-Greedy
4,5.633948,Epsilon-Greedy
4,5.754776,Epsilon-Greedy
4,5.768772,Epsilon-Greedy
4,3.507856,Epsilon-Greedy
4,4.703642,Epsilon-Greedy
4,4.159159,Epsilon-Greedy
4,2.529195,Epsilon-Greedy
4,4.141169,Epsilon-Greedy
4,5.118458,Epsilon-Greedy
4,4.549316,Epsilon-Greedy
4,3.933857,Epsilon-Greedy
4,3.346908,Epsilon-Greedy
4,4.558292,Epsilon-Greedy
4,3.839629,Epsilon-Greedy
4,5.112947,Epsilon-Greedy
4,5.077651,Epsilon-Greedy
4,4.404102,Epsilon-Greedy
4,2.978026,Epsilon-Greedy
4,3.602296,Epsilon-Greedy
4,5.819949,Epsilon-Greedy
4,4.523079,Epsilon-Greedy
4,5.330867,Epsilon-Greedy
4,3.019739,Epsilon-Greedy
4,7.061947,Epsilon-Greedy
4,2.345272,Epsilon-Greedy
4,4.538798,Epsilon-Greedy
4,2.260934,Epsilon-Greedy
4,5.112906,Epsilon-Greedy
4,3.192565,Epsilon-Greedy
4,3.850995,Epsilon-Greedy
4,4.331943,Epsilon-Greedy
4,4.799179,Epsilon-Greedy
4,3.833531,Epsilon-Greedy
4,4.211879,Epsilon-Greedy
4,4.288654,Epsilon-Greedy
4,4.074776,Epsilon-Greedy
4,3.817579,Epsilon-Greedy
4,3.515371,Epsilon-Greedy
4,4.343067,Epsilon-Greedy
4,4.30845,Epsilon-Greedy
4,3.333716,Epsilon-Greedy
4,3.822306,Epsilon-Greedy
4,2.270102,Epsilon-Greedy
4,3.76909,Epsilon-Greedy
4,2.297787,Epsilon-Greedy
4,3.537184,Epsilon-Greedy
4,2.985065,Epsilon-Greedy
4,3.238814,Epsilon-Greedy
4,5.369255,Epsilon-Greedy
